"dep","dep_lat","dep_lng","dest","dest_lat","dest_lng","crash","crash_lat","crash_lng"
"Porterville Airport, CA (PTV/KPTV), United States of America","36.07097",-119.01619,"Porterville Airport, CA (PTV/KPTV), United States of America","36.07097",-119.01619,"Minden-Tahoe Airport, NV (MEV) (   United States of America)","39.00109",-119.76764
"Dhaka-Shahjalal International Airport (DAC/VGHS), Bangladesh","23.71321","90.39957","Kathmandu-Tribhuvan Airport (KTM/VNKT), Nepal","27.6893","85.22426",Kathmandu-Tribhuvan Airport (KTM) (   Nepal),"27.6893","85.22426"
"Jacksonville-Little Rock AFB, AR (LRF/KLRF), United States of America","34.86816",-92.18358,"Jacksonville-Little Rock AFB, AR (LRF/KLRF), United States of America","34.86816",-92.18358,"1,5 km (0.9 mls) SW of Piggott, AR (   United States of America)","36.38152",-90.19161
"Lisboa-Portela de Sacavém Airport (LIS/LPPT), Portugal","38.73848",-9.20466,"Lisboa-Portela de Sacavém Airport (LIS/LPPT), Portugal","38.73848",-9.20466,Lisboa Airport (LIS) (   Portugal),"38.71553",-9.15193
"Western Junction Airport, TAS (LST/YMLT), Australia",-41.54652,"147.2055","Melbourne-Essendon Airport, VIC (MEB/YMEN), Australia",-37.72336,"144.89685","6,5 km (4.1 mls) N of Mangalore, VIC (   Australia)",-36.93723,"145.17654"
"Popayán Airport (PPN/SKPP), Colombia","2.44421",-76.6141,"Cali Airport (CLO/SKCL), Colombia","3.43402",-76.52645,"3,2 km (2 mls) from  Piendamó, Cauca (   Colombia)","2.63969",-76.5289
"Ubon Ratchathani RTAFB (UBP/VTUU), Thailand","15.27315","104.84901","Ubon Ratchathani RTAFB (UBP/VTUU), Thailand","15.27315","104.84901","24 km (15 mls) E of Ban Talan (   Laos)","19.29105","103.42793"
"Sarasota-Bradenton Airport, FL (SRQ/KSRQ), United States of America","27.37774",-82.54691,"Miami International Airport, FL (MIA/KMIA), United States of America","25.81247",-80.24239,"Sarasota Airport, FL (SRQ) (   United States of America)","27.38748",-82.5533
"Bien Hoa Air Base, Vietnam","10.95229","106.80765","Bien Hoa Air Base, Vietnam","10.95229","106.80765","8 km (5 mls) from  An Loc (   Vietnam)","18.48984","105.86829"
"Ubon Ratchathani RTAFB (UBP/VTUU), Thailand","15.27315","104.84901","Ubon Ratchathani RTAFB (UBP/VTUU), Thailand","15.27315","104.84901","40 km (25 mls) NE of Pakse (   Laos)","15.11845","105.81086"
"Puerto Montt-Tepual Airport (PMC/SCTE), Chile",-41.45635,-72.92791,"Puerto Montt-Tepual Airport (PMC/SCTE), Chile",-41.45635,-72.92791,near Puerto Montt-Tepual Airport (PMC) (   Chile),-41.45635,-72.92791
"White River Airport, AZ (WTR), United States of America","33.83487",-109.96493,"White River Airport, AZ (WTR), United States of America","33.83487",-109.96493,"near Winslow, AZ (   United States of America)","35.02426",-110.69624
"Villavicencio-La Vanguardia Airport (VVC/SKVV), Colombia","4.17808",-73.62123,"Miraflores Airport (MFS/SKMF), Colombia","5.19619",-73.14543,near Miraflores Airport (MFS) (   Colombia),"1.3356",-71.95046
"Ljubljana-Brnik Airport (LJU/LJLJ), Slovenia","46.05063","14.50283","Beograd-Dojno Polje Airport, Serbia","44.81311","20.46329",Zürich-Kloten Airport (ZRH) (   Switzerland),"47.45254","8.58056"
"Barranquilla-Soledad Airport (BAQ/SKBQ), Colombia","10.94624",-74.77239,"Bogotá-Techo Airport, Colombia","4.62731",-74.14761,near Barranquilla-Soledad Airport (BAQ) (   Colombia),"10.94624",-74.77239
"Mar Del Plata Airport, BA (MDQ/SAZM), Argentina",-37.99742,-57.54847,"Bahía Blanca-Comandante Espora Airport, BA (BHI/SAZB), Argentina",-38.71232,-62.25635,"3 km (1.9 mls) off  Mar del Plata, BA (   Argentina)",-37.99742,-57.54847
"Roma-Ciampino Airport (CIA/LIRA), Italy","41.80981","12.58391","Lisboa-Portela de Sacavém Airport (LIS/LPPT), Portugal","38.73848",-9.20466,Lisboa Airport (LIS) (   Portugal),"38.71553",-9.15193
"Peshawar Airport (PEW/OPPS), Pakistan","34.00761","71.51705","Chitral Airport (CJL/OPCH), Pakistan","35.67482","71.76254",Chitral Airport (CJL) (   Pakistan),"35.67482","71.76254"
"Urumqi Airport (URC/ZWWW), China","43.78788","87.58627","Hami Airport (HMI/ZWHM), China","42.83427","93.51617",between Tihwa (Urumqi) and Hami (   China),"43.78788","87.58627"
"Pasco-Tri-Cities Airport, WA (PSC/KPSC), United States of America","46.23542",-119.09467,"Spokane International Airport, WA (GEG/KGEG), United States of America","47.63373",-117.53425,"Pasco-Tri-Cities Airport, WA (PSC) (   United States of America)","46.23542",-119.09467
"Villacoublay/Vélizy Airport (LFPV), France","48.83649",-3.17351,"Orange-Caritat Airport (LFMO), France","44.14123","4.8441","2,5 km (1.6 mls) S of Mézilhac (   France)","44.80823","4.35052"
"Huambo Airport (NOV/FNHU), Angola",-12.7739,"15.73319","Saurimo Airport (VHC/FNSA), Angola",-9.65876,"20.40755",Vila Nova (   Angola),"40.943",-8.53076
"Rio de Janeiro-Galeão International Airport, RJ (GIG/SBGL), Brazil",-22.81726,-43.22773,"Port of Spain-Piarco Airport (POS/TTPP), Trinidad and Tobago","10.59187",-61.33161,"450 km (281.3 mls) SW of Carolina, MA (   Brazil)",-7.33165,-47.46893
"Salt Lake City International Airport, UT (SLC/KSLC), United States of America","40.76259",-111.89396,"Denver-Stapleton International Airport, CO (DEN/KDEN), United States of America","39.76881",-104.86564,"near Denver, CO (   United States of America)","39.74001",-104.99202
"Caracas/La Carlota-Gen. Francisco de Miranda Air Base (SVFM), Venezuela","10.49438",-66.83353,"Los Roques Airport (LRV/SVRS), Venezuela","10.72089",-71.61188,near Caracas-La Carlota Airport (   Venezuela),"10.49134",-66.83389
"Columbia Regional Airport, MO (COU/KCOU), United States of America","38.81575",-92.22401,"Pueblo Memorial Airport, CO (PUB/KPUB), United States of America","38.25171",-104.64344,"6,5 km (4.1 mls) from  Pueblo Memorial Airport, CO (PUB) (   United States of America)","38.25171",-104.64344
"Jayapura-Sentani Airport (DJJ/WAJJ), Indonesia",-2.56738,"140.51398","Sarmi Airport (ZRM/WAJI), Indonesia",-1.87706,"138.75328","0,4 km (0.3 mls) from  Sarmi Airport (ZRM) (   Indonesia)",-1.87706,"138.75328"
"San Antonio International Airport, TX (SAT/KSAT), United States of America","29.52451",-98.47522,"Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX), United States of America","33.43758",-112.01589,"San Antonio International Airport, TX (SAT) (   United States of America)","29.52451",-98.47522
"Caracas/La Carlota-Gen. Francisco de Miranda Air Base (SVFM), Venezuela","10.49438",-66.83353,"Los Roques Airport (LRV/SVRS), Venezuela","10.72089",-71.61188,Los Roques Airport (LRV) (   Venezuela),"10.72089",-71.61188
"Higuerote Airport (SVHG), Venezuela","10.48774",-66.10145,"Los Roques Airport (LRV/SVRS), Venezuela","10.72089",-71.61188,Los Roques Airport (LRV) (   Venezuela),"10.72089",-71.61188
"El Paso International Airport, TX (ELP/KELP), United States of America","31.80776",-106.40464,"Telluride Airport, CO (TEX/KTEX), United States of America","37.95438",-107.88107,"Telluride Airport, CO (TEX) (   United States of America)","37.95438",-107.88107
"Manila-Ninoy Aquino International Airport (MNL/RPLL), Philippines","15.15521","120.62798","Taipei-Taiwan Taoyuan International Airport (TPE/RCTP), Taiwan","23.59747","120.60223",Taipei-Taiwan Taoyuan International Airport (TPE) (   Taiwan),"23.15904","120.7642"
"Tumaco-La Florida Airport (TCO/SKCO), Colombia","1.29898",-77.40591,"Cali Airport (CLO/SKCL), Colombia","3.43402",-76.52645,ca 100 km NE of Cali (   Colombia),"3.43402",-76.52645
"Leeds/Bradford Airport (LBA/EGNM), United Kingdom","53.79573",-1.7583,"Aberdeen-Dyce Airport (ABZ/EGPD), United Kingdom","57.20511",-2.21184,"10 km (6.3 mls) NE of Leeds/Bradford Airport (LBA) (   United Kingdom)","53.79331",-1.71838
"Tasu Airport, BC (YTU), Canada","43.03272",-81.17064,"Alliford Bay, BC, Canada","53.2108",-131.98583,"33 km (20.6 mls) S of Alliford Bay, BC (   Canada)","53.2108",-131.98583
"Ipiales-San Luis Airport (IPI/SKIP), Colombia","6.04246",-74.99465,"Cali Airport (CLO/SKCL), Colombia","3.43402",-76.52645,Ipiales Airport (IPI) (   Colombia),"0.82749",-77.63547
"Buenos Aires-Jorge Newbery Airport, BA (AEP/SABE), Argentina",-34.5765,-58.44508,"San Carlos de Bariloche International Airport, RN (BRC/SAZS), Argentina",-41.14157,-71.29964,"21 km (13.1 mls) E of San Carlos de Bariloche, RN (   Argentina)",-41.14157,-71.29964
"Las Palmas-Airport de Gran Canaria (LPA/GCLP), Spain","28.11504",-15.41873,"Puerto del Rosario Airport, Canary Islands/Fuerteventura Island (FUE/GCFV), Spain","28.49811",-13.86019,"Fuerteventura, Lisbon, Geneva (   Switzerland)","46.20834","6.14275"
"Chicago-Midway Airport, IL (MDW/KMDW), United States of America","41.88897",-87.77153,"Miami International Airport, FL (MIA/KMIA), United States of America","25.81247",-80.24239,"9 km (5.6 mls) NE of Cannelton, IN (   United States of America)","37.91346",-86.74245
"El Yopal Airport (EYP/SKYP), Colombia","5.33528",-72.39372,"Mitú Airport (MVP/SKMU), Colombia","1.25872",-70.23696,"7,8 km (4.9 mls) from  El Yopal Airport (EYP) (   Colombia)","5.33528",-72.39372
"Las Palmas-Airport de Gran Canaria (LPA/GCLP), Spain","28.11504",-15.41873,"Banjul-Yundum International Airport (BJL/GBYD), Gambia","13.3342",-16.66965,"5 km (3.1 mls) from  Banjul (   Gambia)","13.45358",-16.57474
"El Yopal Airport (EYP/SKYP), Colombia","5.33528",-72.39372,"Mitú Airport (MVP/SKMU), Colombia","1.25872",-70.23696,"135 km (84.4 mls) NE of Mitú (   Colombia)","1.25872",-70.23696
"Lome Airport (LFW/DXXX), Togo","6.1397","1.22959","Abidjan-Felix Houphouet Boigny Airport (ABJ/DIAP), Cote d'Ivoire","5.32687",-4.02173,near Abidjan Airport (ABJ) (   Cote d'Ivoire),"5.32687",-4.02173
"Little Rock National Airport, AR (LIT/KLIT), United States of America","34.72754",-92.22371,"Memphis Municipal Airport, TN (MEM/KMEM), United States of America","35.14977",-90.04926,"29 km (18.1 mls) SW of Memphis Airport, TN (   United States of America)","35.05514",-89.94888
"Springfield-Westover AFB, MA (CEF/KCEF), United States of America","42.10125",-72.58929,"Rome-Griffiss AFB, NY (RME/KRME), United States of America","43.22318",-75.43638,"45 km (28.1 mls) NE of Rome-Griffiss AFB, NY (RME) (   United States of America)","43.22318",-75.43638
"Khabarovsk-Novy Airport (KHV/UHHH), Russia","48.50917","135.07437","Petropavlovsk-Kamchatsky Airport (PKC/UHPP), Russia","53.05868","158.63259","96 km (60 mls) NE of Khabarovsk (   Russia)","48.50917","135.07437"
"Frankfurt International Airport (FRA/EDDF), Germany","50.11208","8.68342","Paris-Le Bourget Airport (LBG/LFPB), France","48.9445","2.43337","6,1 km (3.8 mls) ENE of Paris-Le Bourget Airport (LBG) (   France)","48.9445","2.43337"
"Punta Arenas-Carlos Ibañez Airport (PUQ/SCCI), Chile",-53.15325,-70.93189,"Puerto Montt-Tepual Airport (PMC/SCTE), Chile",-41.45635,-72.92791,near Puerto Montt-Tepual Airport (PMC) (   Chile),-41.45635,-72.92791
"Berlevåg Airport (BVG/ENBV), Norway","70.85901","29.0892","Mehamn Airport (MEH/ENMR), Norway","71.03859","27.85231","6 km (3.8 mls) SE off  Gamvik (   Norway)","71.06047","28.24874"
"Douala Airport (DLA/FKKD), Cameroon","4.04775","9.69495","Lisboa-Portela de Sacavém Airport (LIS/LPPT), Portugal","38.73848",-9.20466,"2,5 km (1.6 mls) E of Douala Airport (DLA) (   Cameroon)","4.04775","9.69495"
"Guatemala City-La Aurora Airport (GUA/MGGT), Guatemala","14.63462",-90.50911,"Flores-Santa Elena Airport (FRS/MGFL), Guatemala","15.98438",-90.43916,"8 km (5 mls) from  Flores-Santa Elena Airport (FRS) (   Guatemala)","15.98438",-90.43916
"Guatemala City-La Aurora Airport (GUA/MGGT), Guatemala","14.63462",-90.50911,"Miami International Airport, FL (MIA/KMIA), United States of America","25.81247",-80.24239,near Guatemala City-La Aurora Airport (GUA) (   Guatemala),"14.63462",-90.50911
"Toronto-Pearson International Airport, ON (YYZ/CYYZ), Canada","43.67421",-79.63263,"Taipei-Taiwan Taoyuan International Airport (TPE/RCTP), Taiwan","23.59747","120.60223","Toronto-Pearson International Airport, ON (YYZ) (   Canada)","43.67421",-79.63263
"Toronto-Pearson International Airport, ON (YYZ/CYYZ), Canada","43.67421",-79.63263,"Lisboa-Portela de Sacavém Airport (LIS/LPPT), Portugal","38.73848",-9.20466,"Toronto-Pearson International Airport, ON (YYZ) (   Canada)","43.67421",-79.63263
"London-Croydon Airport (-/-), United Kingdom","51.50466","0.03984","Paris-Le Bourget Airport (LBG/LFPB), France","48.9445","2.43337","5 km (3.1 mls) E off  Dungeness (   United Kingdom)","50.91588","0.97723"
"Chardzhou Airport (CRZ/UTAV), Turkmenistan","39.09506","63.57427","Tashkent Airport (TAS/UTTT), Uzbekistan","41.32076","69.30639","50 km (31.3 mls) SW of Tashkent (   Uzbekistan)","41.32076","69.30639"
"Edmonton Municipal Airport, AB (YXD/CYXD), Canada","53.56784",-113.51993,"Anchorage-Merrill Field, AK (MRI/PAMR), United States of America","61.21407",-149.83696,"55 km (34.4 mls) N of Edmonton, AB (   Canada)","53.54624",-113.49037
"Medford-Flying W Airport, NJ, United States of America","39.88834",-74.822,"Allentown-Lehigh Valley International Airport, PA (ABE/KABE), United States of America","40.63769",-75.43526,"Medford, NJ (   United States of America)","39.88834",-74.822
"Farmington Municipal Airport, NM (FMN/KFMN), United States of America","36.72814",-108.20569,"Durango-La Plata Airport, CO (DRO/KDRO), United States of America","37.16549",-107.75044,"Farmington Municipal Airport, NM (FMN) (   United States of America)","36.72814",-108.20569
"Newark International Airport, NJ (EWR/KEWR), United States of America","40.7047",-74.1855,"Miami International Airport, FL (MIA/KMIA), United States of America","25.81247",-80.24239,"Newark International Airport, NJ (EWR) (   United States of America)","40.7047",-74.1855
"Yangon-Mingaladon Airport (RGN/VYYY), Myanmar","16.94444","96.12818","Mandalay-Annisaton Airport (MDL/VYMD), Myanmar","22.00854","96.08397",near Thazi (   Myanmar),"20.84919","96.06116"
"Nueva Gerona Airport (GER/MUNG), Cuba","21.88967",-82.80659,"Havana-José Martí International Airport (HAV/MUHA), Cuba","23.08548",-82.3918,Playa de Bibijagua (   Cuba),"23.09396",-82.44809
"Fairbanks International Airport, AK (FAI/PAFA), United States of America","64.83702",-147.74268,"Miami International Airport, FL (MIA/KMIA), United States of America","25.81247",-80.24239,"Fairbanks International Airport, AK (FAI) (   United States of America)","64.83702",-147.74268
"Newark International Airport, NJ (EWR/KEWR), United States of America","40.7047",-74.1855,"Pittsburgh International Airport, PA (PIT/KPIT), United States of America","40.49086",-80.26047,"Newark International Airport, NJ (EWR) (   United States of America)","40.7047",-74.1855
"Perth Airport, WA (PER/YPPH), Australia",-31.9348,"115.95932","Melbourne-Tullamarine Airport, VIC (MEL/YMML), Australia",-37.7129,"144.8684","Melbourne, VIC (   Australia)",-37.81749,"144.96716"
"La Paz-El Alto Airport (LPB/SLLP), Bolivia",-16.51019,-68.15912,"Apolo Airport (APB/SLAP), Bolivia",-14.71599,-68.41825,between La Paz and Apolo (   Bolivia),-16.48224,-68.12494
"Atlantic City International Airport, NJ (ACY/KACY), United States of America","39.36747",-74.41491,"Wilkes-Barre/Scranton International Airport, PA (AVP/KAVP), United States of America","41.24296",-75.87663,"18 km (11.3 mls) S of Wilkes-Barre, PA (   United States of America)","41.24296",-75.87663
"Newark International Airport, NJ (EWR/KEWR), United States of America","40.7047",-74.1855,"Detroit-Metropolitan Wayne County Airport, MI (DTW/KDTW), United States of America","42.53099",-82.93518,"Newark International Airport, NJ (EWR) (   United States of America)","40.7047",-74.1855
"San Luis Potosí Airport (SLP/MMSP), Mexico","22.15271",-100.97663,"Mexico City-Benito Juárez International Airport (MEX/MMMX), Mexico","19.35612",-99.01706,"12 km (7.5 mls) W of Mexico City-Benito Juárez International Airport (MEX) (   Mexico)","19.268",-99.10324
"Roskilde Airport (RKE/EKRK), Denmark","55.64053","12.09235","Odense-Beldringe Airport (ODE/EKOD), Denmark","55.47119","10.33073",Odense-Beldringe Airport (ODE) (   Denmark),"55.46062","10.32139"
"Ruidoso Municipal Airport, NM (RUI/KSRR), United States of America","33.33371",-105.68007,"Grand Junction-Walker Field, CO (GJT/KGJT), United States of America","39.12121",-108.52793,"Ruidoso Municipal Airport, NM (RUI) (   United States of America)","33.33371",-105.68007
"Denver International Airport, CO (DEN/KDEN), United States of America","39.85139",-104.68097,"Telluride Airport, CO (TEX/KTEX), United States of America","37.95438",-107.88107,"Telluride Airport, CO (TEX) (   United States of America)","37.95438",-107.88107
"Lismore Airport, NSW (LSY/YLIS), Australia",-28.82251,"153.25813","Baryulgil Airstrip, NSW (YBYL), Australia",-29.22793,"152.61818","Lismore Airport, NSW (LSY) (   Australia)",-28.82251,"153.25813"
"Iliamna-East Wind Lake Seaplane Base, AK, United States of America","59.76275",-154.9101,"Swikshak River, AK, United States of America","26.7835",-80.06401,"0,6 km (0.4 mls) N of Iliamna-East Wind Lake Seaplane Base, AK (   United States of America)","59.76275",-154.9101
"Las Vegas McCarran Field, NV (LSV/KLSV), United States of America","36.23512",-115.05312,"Hollywood-Lockheed Air Terminal, CA (BUR/KBUR), United States of America","34.16983",-118.37899,"22,5 km (14.1 mls) S of Lebec, CA (   United States of America)","34.83766",-118.86352
"Rio de Janeiro-Santos Dumont Airport, RJ (SDU/SBRJ), Brazil",-22.97243,-43.22459,"São José dos Campos Airport, SP (SJK/SBSJ), Brazil",-23.19604,-45.89903,"Rio de Janeiro-Santos Dumont Airport, RJ (SDU) (   Brazil)",-22.80815,-43.35549
"Calcutta-Dum Dum Airport (CCU/VECC), India","22.6469","88.43932","Delhi-Safdarjung Airport (VIDD), India","28.58334","77.21132",Calcutta-Dum Dum Airport (CCU) (   India),"22.6469","88.43932"
"Chicago-O'Hare International Airport, IL (ORD/KORD), United States of America","41.96638",-87.84859,"Kansas City Downtown Municipal Airport, MO (MKC/KMKC), United States of America","39.13456",-94.52128,"10 km (6.3 mls) NNW of Unionville, MO (   United States of America)","40.47694",-93.0084
